name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL)
탐스제로파인애플,롯데칠성음료,음료,21300,estimated,,2,0.25,2.42,0,0,9,,,"수크랄로스,에리스리톨,알룰로스,D-소비톨액","수크랄로스:0,에리스리톨:1,알룰로스:6,D-소비톨액:0",,54,https://s3.zerofinder.co.kr/public/products/original/0KWMMYGXC8M00.png,,https://zerofinder.co.kr/product/0PCZ4B7GKBB60
제로 플레인 요거트,롯데웰푸드,유제품,15600,estimated,,60,0,5,4.6,3.1,20,,,아세설팜칼륨,아세설팜칼륨:0,,49,https://s3.zerofinder.co.kr/public/products/original/0KWMMHBBS4M00.png,,https://zerofinder.co.kr/product/0PCNV3FZ25SSW
피로제로,보고신약,음료,14000,estimated,,80,16,16,4,0,8,100,mL,효소처리스테비아,효소처리스테비아:0,,53,https://s3.zerofinder.co.kr/public/products/original/0KWMKXWSJ0M00.png,,https://zerofinder.co.kr/product/0PCNV3FYV8YRM
요플레 제로 초코링,빙그레 광주공장,유제품,15500,estimated,무당류,105,0,11,6.5,4.1,69.6,120,g,"알룰로스,효소처리스테비아,D-말티톨","알룰로스:0,효소처리스테비아:0,D-말티톨:0",,35,https://s3.zerofinder.co.kr/public/products/original/0KWMKPWK3MM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ1M3BG
코카·콜라 제로제로,코카콜라음료,음료,20340,danawa,무당류,0,0,0,0,0,6,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,27,https://s3.zerofinder.co.kr/public/products/original/0KWMKJQC6CM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ0A0EQ
펩시제로슈거라임향,롯데칠성음료,음료,19100,estimated,무당류,0,0,0,0,0,27,100,mL,"아스파탐,수크랄로스,아세설팜칼륨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0",,29,https://s3.zerofinder.co.kr/public/products/original/0KWMKARY0CM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ0DYH5
HOT6 THE KING 제로,롯데칠성음료,음료,29200,estimated,무당류,3,0,2.52,0.1,0,37,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0",,58,https://s3.zerofinder.co.kr/public/products/original/0KWMK4E5YMM00.png,,https://zerofinder.co.kr/product/0PCNV3FYYKZ9W
흑삼진액 제로,다정,건강기능식품,40800,estimated,저당류,10,0.9,1.4,0.2,0.06,8,100,mL,,,,52,https://s3.zerofinder.co.kr/public/products/original/0KWMJSRW88M00.png,,https://zerofinder.co.kr/product/0PCNV3FYZES42
"7days 제로 곤약젤리, 복숭아맛",자임에프앤비,간식/디저트,20700,estimated,무당류,2,0,7.6,0,0,36,100,g,에리스리톨,에리스리톨:7.06,,56,https://s3.zerofinder.co.kr/public/products/original/0KWMJRF2XRM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ86EWT
클룹 제로소다 레몬,오케이에프음료,음료,24600,estimated,무당류,0,0,3.2,0,0,4,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:3,효소처리스테비아:0",,19,https://s3.zerofinder.co.kr/public/products/original/0KWMJ771ZMM00.png,,https://zerofinder.co.kr/product/0PCNV3FZ18QVC
제로넛츠 아몬드,씨앤지,간식/디저트,17300,estimated,무당류,535,0,45.16,12.78,38.91,38,100,g,D-말티톨,D-말티톨:28,,22,https://s3.zerofinder.co.kr/public/products/original/0KWMGNKSHCM00.png,,https://zerofinder.co.kr/product/0PCNV3FYYMWDC
저먼 제로 부어스트,외갓집,육가공품,42940,danawa,무당류,314,0.75,6,14,26,525,1000,g,,,,6,https://s3.zerofinder.co.kr/public/products/original/0KWMGEFF3WM00.png,,https://zerofinder.co.kr/product/0PCNV3FYZYQR8
제로와플(코코넛),제로베이커리,간식/디저트,15900,estimated,저당류,252,2.08,31.25,4.17,18.75,750,100,g,에리스리톨,에리스리톨:12,,47,https://s3.zerofinder.co.kr/public/products/original/0KWMFYWKEMM00.png,,https://zerofinder.co.kr/product/0PCNV3FYZX4HB
제로 카카오 케이크,롯데제과,간식/디저트,5900,danawa,무당류,455,0,48,9,29,350,100,g,"수크랄로스,아세설팜칼륨,D-말티톨","수크랄로스:0,아세설팜칼륨:0,D-말티톨:0",,30,https://s3.zerofinder.co.kr/public/products/original/0KWMAB8BA5400.png,,https://zerofinder.co.kr/product/0PCNV3FZ2AT2Q
마스터토닉워터제로,롯데칠성음료,음료,26800,estimated,무당류,0,0,0,0,0,2,100,mL,,,,58,https://s3.zerofinder.co.kr/public/products/original/0KWM9RCRP9400.png,,https://zerofinder.co.kr/product/0PCNV3FZ1QFYP
립톤제로복숭아 아이스티,롯데칠성음료,음료,22100,estimated,무당류,2,0,0.51,0.04,0.02,13,100,g,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,13,https://s3.zerofinder.co.kr/public/products/original/0KWM97TWF5400.png,,https://zerofinder.co.kr/product/0PCNV3FZ40GB5
클라우드 논알콜릭(구 클라우드 클리어 제로),롯데칠성음료,음료,31500,estimated,무당류,9,0,2,0,0,6,100,mL,,,,39,https://s3.zerofinder.co.kr/public/products/original/0KWM8RJ1G1400.png,,https://zerofinder.co.kr/product/0PCNV3FZ0NMGC
칠성사이다제로라임,롯데칠성음료,음료,14100,estimated,무당류,1,0.03,2.09,0,0,4,100,mL,"수크랄로스,에리스리톨,알룰로스","수크랄로스:0,에리스리톨:1,알룰로스:6",,30,https://s3.zerofinder.co.kr/public/products/original/0KWM7YJTMX400.png,,https://zerofinder.co.kr/product/0PCNV3FZ0G4YC
제로 밀크 모나카,롯데웰푸드,간식/디저트,18790,danawa,무당류,116,0,22.14,1.43,4.29,57,100,mL,"수크랄로스,말티톨,D-말티톨","수크랄로스:0,말티톨:0,D-말티톨:0",,47,https://s3.zerofinder.co.kr/public/products/original/0KWM745FV6R00.png,,https://zerofinder.co.kr/product/0PCNV3FYYVKAS
Project H 제로마들렌 얼그레이,삼립,간식/디저트,10800,estimated,,109,,15,2,9.3,90,29,g,"말티톨,D-말티톨","말티톨:0,D-말티톨:0",,46,https://s3.zerofinder.co.kr/public/products/original/0KWM4V4C3TR00.png,,https://zerofinder.co.kr/product/0KWM52MK2PR00
Project H 제로마들렌 말차,삼립,기타,27300,estimated,,127,,15,2,12,95,29,g,"말티톨,D-말티톨","말티톨:0,D-말티톨:0",,60,https://s3.zerofinder.co.kr/public/products/original/0KWM3XJN0JR00.png,,https://zerofinder.co.kr/product/0KWM4FYB9ER00
Project H 제로마들렌 오렌지&코코넛,삼립,간식/디저트,16900,estimated,,125,,4,2,12.7,85,29,g,"말티톨,D-말티톨","말티톨:0,D-말티톨:0",,8,https://s3.zerofinder.co.kr/public/products/original/0KWM2D9SVC800.png,,https://zerofinder.co.kr/product/0KWM3JJF5G800
Project H 제로마들렌 초코,삼립,간식/디저트,14100,estimated,무당류,110,0,14,2,12.4,80,29,g,"말티톨,D-말티톨","말티톨:0,D-말티톨:0",,25,https://s3.zerofinder.co.kr/public/products/original/0KWM0HE6QER00.png,,https://zerofinder.co.kr/product/0PCNV3FYXGQZF
카페라떼 시럽 WITH 알룰로스,몽크슈,간식/디저트,50400,danawa,무당류,4,0,13.02,0,0,0,100,g,알룰로스,알룰로스:12.85,,25,https://s3.zerofinder.co.kr/public/products/original/0KWKYNK2X2R00.png,,https://zerofinder.co.kr/product/0PCNV3FYXFF3G
제로슈가 소불고기,푸드랩플러스,육가공품,17800,estimated,무당류,155,0,8,15,7,390,100,g,"에리스리톨,알룰로스","에리스리톨:0,알룰로스:0",,29,https://s3.zerofinder.co.kr/public/products/original/0KWKXPCP3TR00.png,,https://zerofinder.co.kr/product/0PCNV3FYWREJK
맥심 모카골드 제로슈거 커피,동서식품,유제품,12000,estimated,무당류,30,0,9,0,2,25,12,g,"에리스리톨,폴리글리시톨액","에리스리톨:4,폴리글리시톨액:0",,58,https://s3.zerofinder.co.kr/public/products/original/0KWKWDHWVER00.png,,https://zerofinder.co.kr/product/0PCNV3FYWEC1A
티즐 제로 자몽블랙티,웅진,음료,10500,danawa,무당류,0,0,1.08,0,0,5,100,mL,,,,58,https://s3.zerofinder.co.kr/public/products/original/0KWKVC0G12R00.png,,https://zerofinder.co.kr/product/0PCNV3FYW9V7R
제로콘누들 마라,킬로리,주식/면류,16600,estimated,무당류,285,0,71,7,1.9,1070,107,g,"에리스리톨,효소처리스테비아","에리스리톨:1,효소처리스테비아:0",,6,https://s3.zerofinder.co.kr/public/products/original/0KWKTE6MQJR00.png,,https://zerofinder.co.kr/product/0PCNV3FYW70WB
자연은 더 말린 제로 유자,웅진,음료,12100,danawa,무당류,0,0,1.96,0,0.06,5,100,g,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1.8",,8,https://s3.zerofinder.co.kr/public/products/original/0KWKSM8Y2PR00.png,,https://zerofinder.co.kr/product/0PCNV3FYTMPR1
제로스위트,델라페,음료,21900,danawa,무당류,4,0,0.8,0.2,0,12,100,g,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,27,https://s3.zerofinder.co.kr/public/products/original/0KWKR1DXTER00.png,,https://zerofinder.co.kr/product/0PCNV3FYXKQ1K
제로 바나나파운드,제로베이커리,간식/디저트,13600,estimated,저당류,304,5,27.67,6.67,20,543,100,g,,,,9,https://s3.zerofinder.co.kr/public/products/original/0KWKQC7QM2R00.png,,https://zerofinder.co.kr/product/0PCNV3FYYWP0C
비다 제로 스파클링 드링크 솔티 리치향,KIANJOOCANPACKSDN.BHD,음료,27800,estimated,무당류,0,0,0,0,0,166,325,mL,"에리스리톨,아세설팜칼륨,수크랄로스","에리스리톨:0,아세설팜칼륨:0,수크랄로스:0",,46,https://s3.zerofinder.co.kr/public/products/original/0KWKBQC68AR00.png,,https://zerofinder.co.kr/product/0PCNV3FZJ9XWK
양반 유자 제로, 동천수 상주공장,음료,14300,estimated,저당류,3,0.59,1.18,0,0,15,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:2",,6,https://s3.zerofinder.co.kr/public/products/original/0KWJ79P28JR00.png,,https://zerofinder.co.kr/product/0PCNV3FYZ166X
롯데시네마 제로팝콘,제이앤이 아산공장,간식/디저트,23700,estimated,무당류,456,0,80.03,4.45,13.08,312,100,g,D-말티톨,D-말티톨:0,,17,https://s3.zerofinder.co.kr/public/products/original/0KWJ6W5SWPR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ0N0AS
제로쌀스콘 카카오,제로베이커리,간식/디저트,22200,estimated,저당류,433,1.67,56.67,6.67,26.67,350,100,g,,,,44,https://s3.zerofinder.co.kr/public/products/original/0KWJ65MD4YR00.png,,https://zerofinder.co.kr/product/0PCZ4B7GJZGT6
제로브라우니샌드,제로베이커리,간식/디저트,12600,estimated,저당류,395,2.5,30,7.75,36,370,100,g,에리스리톨,에리스리톨:0,,13,https://s3.zerofinder.co.kr/public/products/original/0KWJ5Q7ZW6R00.png,,https://zerofinder.co.kr/product/0PCNV3FYYDAEF
코카-콜라 제로 체리,코카콜라음료,음료,25270,danawa,무당류,0,0,0,0,0,6,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,12,https://s3.zerofinder.co.kr/public/products/original/0KWJ4AT59YR00.png,,https://zerofinder.co.kr/product/0PCZ4B7GGFK98
코카-콜라 제로 레몬,코카콜라음료,음료,43400,danawa,무당류,0,0,0,0,0,6,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,18,https://s3.zerofinder.co.kr/public/products/original/0KWJ2SK79ER00.png,,https://zerofinder.co.kr/product/0PCNV3FZ1AKT3
부르르 밀크소다 제로 망고파인애플,일화,음료,31070,danawa,무당류,3,0.4,1.36,0.2,0,4,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:2",,21,https://s3.zerofinder.co.kr/public/products/original/0KWJ2D08AAR00.png,,https://zerofinder.co.kr/product/0PCNV3FZF69GQ
부르르 제로사이다 자두,일화초정공장,음료,50650,danawa,무당류,0,0,0,0,0,3,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:1",,15,https://s3.zerofinder.co.kr/public/products/original/0KWJ1NABP6R00.png,,https://zerofinder.co.kr/product/0PCNV3FZ4F1PG
부르르 제로콜라 수박,일화초정공장,음료,15510,danawa,무당류,1,0,0.14,0,0,2,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0",,52,https://s3.zerofinder.co.kr/public/products/original/0KWJ16MK8ER00.png,,https://zerofinder.co.kr/product/0PCNV3FZ31RN4
부르르 제로콜라 체리,일화초정공장,음료,34060,danawa,,50,13,13,0,0,5,100,g,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0",,54,https://s3.zerofinder.co.kr/public/products/original/0KWHZDPFT2R00.png,,https://zerofinder.co.kr/product/0PCNV3FZ10V26
제로 쿠키 티라미수콘,롯데웰푸드  천안공장,간식/디저트,21900,estimated,무당류,123,0,20.63,2,6.25,81,100,mL,"수크랄로스,말티톨,D-말티톨","수크랄로스:0,말티톨:0,D-말티톨:0",,24,https://s3.zerofinder.co.kr/public/products/original/0KWHYNJQTJR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ1638G
부르르 제로콜라 레몬,일화초정공장,음료,50650,danawa,무당류,0,0,0.11,0,0,10,100,g,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0",,6,https://s3.zerofinder.co.kr/public/products/original/0KWHY7MD9YR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ0TS1Y
양반 매실 제로, 동천수 상주공장,음료,30500,estimated,저당류,3,0.59,1.18,0,0,12,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0",,41,https://s3.zerofinder.co.kr/public/products/original/0KWHWJY3PTR00.png,,https://zerofinder.co.kr/product/0PCNV3FYZH0J2
자연은 알로에 제로,웅진식품,음료,10020,danawa,무당류,1,0.4,1.84,0,0,9,100,g,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:7.5",,29,https://s3.zerofinder.co.kr/public/products/original/0KWHT7ZCEJR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ06Y0M
제로 브라우니,제로베이커리,간식/디저트,48500,danawa,저당류,365,1.82,34.55,9.09,30.91,451,100,g,에리스리톨,에리스리톨:0,,50,https://s3.zerofinder.co.kr/public/products/original/0KWHSJYBJER00.png,,https://zerofinder.co.kr/product/0PCNV3FYYETG1
피크닉 청포도 제로,매일유업,음료,17010,danawa,,3,0.5,3.5,0,0,25,,,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:5.4,효소처리스테비아:0",,42,https://s3.zerofinder.co.kr/public/products/original/0KWHQN68PPR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ3VSH7
피크닉 사과 제로,매일유업,음료,17010,danawa,,3,0.5,3.5,0,0,25,,,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:0,효소처리스테비아:0",,45,https://s3.zerofinder.co.kr/public/products/original/0KWHQ0YP3ER00.png,,https://zerofinder.co.kr/product/0PCNV3FYYVZ8P
제로마일드초콜릿,롯데,간식/디저트,24370,danawa,무당류,510,0,50,7,38,30,100,g,D-말티톨,D-말티톨:0,,49,https://s3.zerofinder.co.kr/public/products/original/0KWHPMVEV6R00.png,,https://zerofinder.co.kr/product/0PCNV3FYXMATZ
참치듬뿍 제로쌈장,농업회사법인이삭뜰,조미료/소스,17200,estimated,저당류,187,2.43,25.87,12.13,3.85,1715,100,g,알룰로스,알룰로스:23,,59,https://s3.zerofinder.co.kr/public/products/original/0KWHNR5CRTR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ06S2H
코카콜라 제로 한류,코카콜라음료,음료,26100,estimated,무당류,0,0,0,0,0,6,100,g,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,56,https://s3.zerofinder.co.kr/public/products/original/0KWHN8JWXJR00.png,,https://zerofinder.co.kr/product/0PCNV3FZ277WN
아샷추 복숭아제로,오늘좋은,음료,15800,estimated,무당류,5,0,0.94,0.16,0,14,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,41,https://s3.zerofinder.co.kr/public/products/original/0KWBDS54CT000.png,,https://zerofinder.co.kr/product/0PCNV3FYYAWC2
제로 에이드 수박,이디야,음료,20680,danawa,무당류,0,0,4.4,0,0,9,100,mL,"수크랄로스,에리스리톨","수크랄로스:0,에리스리톨:4.4",,27,https://s3.zerofinder.co.kr/public/products/original/0KWBATFJEA000.png,,https://zerofinder.co.kr/product/0PCNV3FYYTPYT
에버데이 제로,일화,음료,19440,danawa,무당류,1,0,0.25,0.04,0.01,31,100,g,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:0,D-소비톨액:0,아라비아검:0",,47,https://s3.zerofinder.co.kr/public/products/original/0KWBA3BSA2000.png,,https://zerofinder.co.kr/product/0PCNV3FYXJPWR
하이볼향시럽제로 핑크자몽,오늘의일상,간식/디저트,15600,estimated,무당류,10,0,2.33,0,0,0,100,g,"에리스리톨,알룰로스,효소처리스테비아","에리스리톨:3,알룰로스:5.53,효소처리스테비아:0",,37,https://s3.zerofinder.co.kr/public/products/original/0KWB8T6YVE000.png,,https://zerofinder.co.kr/product/0PCNV3FZHPM3S
제로스콘 단호박,제로베이커리,간식/디저트,19500,estimated,저당류,393,1.67,21.67,11.67,30,383,100,g,알룰로스,알룰로스:6.67,,5,https://s3.zerofinder.co.kr/public/products/original/0KWB7GBC8E000.png,,https://zerofinder.co.kr/product/0PCNV3FYY6X7V
쿨피스 제로 파인애플,동원,음료,19900,danawa,무당류,4,0,1.3,0,0,48,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:0.35,D-소비톨액:0,아라비아검:0",,57,https://s3.zerofinder.co.kr/public/products/original/0KWAY7PCKA000.png,,https://zerofinder.co.kr/product/0PCNV3FZ32PCY
제로 에이드 레몬,동원,음료,23584,danawa,무당류,0,0,1,0,0.12,21,100,mL,"수크랄로스,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,알룰로스:0.4,D-소비톨액:0,아라비아검:0",,32,https://s3.zerofinder.co.kr/public/products/original/0KWAXQT87J000.png,,https://zerofinder.co.kr/product/0PCNV3FYY1PP8
알로에베라킹 제로,오케이에프음료 ,음료,31100,estimated,무당류,1,0,1.8,0,0,6,100,mL,수크랄로스,수크랄로스:0,,45,https://s3.zerofinder.co.kr/public/products/original/0KWAX1M7FY000.png,,https://zerofinder.co.kr/product/0PCNV3FYY6GCG
슈가로로 미니 코코제로 요구르트,희창,음료,29900,estimated,무당류,15,0,3.7,0.05,0.05,12,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,에리스리톨:3.44,D-소비톨액:0,아라비아검:0",,34,https://s3.zerofinder.co.kr/public/products/original/0KWAWVWGRT000.png,,https://zerofinder.co.kr/product/0PCNV3FZEV30X
실론티복숭아제로,롯데칠성음료,음료,26500,estimated,무당류,1,0,1.24,0,0,1,100,g,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:1.4",,32,https://s3.zerofinder.co.kr/public/products/original/0KWAW0GR7J000.png,,https://zerofinder.co.kr/product/0PCNV3FYXZM89
포도봉봉 제로,해태,음료,22770,danawa,무당류,1,0,0.21,0,0,21,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0.82",,38,https://s3.zerofinder.co.kr/public/products/original/0KWAVQGDZP000.png,,https://zerofinder.co.kr/product/0PCNV3FYXX8WT
가나디 레몬녹차제로,삼양패키징 광혜원,음료,31200,estimated,무당류,0,0,1.02,0.01,0.01,8,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1",,22,https://s3.zerofinder.co.kr/public/products/original/0KWAVBQ662000.png,,https://zerofinder.co.kr/product/0PCNV3FZ0WXBS
청귤 그린티 제로,할리스,음료,63500,danawa,,0,11.8,0,0,0,1.15,100,mL,"수크랄로스,D-소비톨액,아라비아검","수크랄로스:0,D-소비톨액:0,아라비아검:0",,39,https://s3.zerofinder.co.kr/public/products/original/0KWATBGD5E000.png,,https://zerofinder.co.kr/product/0PCNV3FZ5RHNZ
제로 쿠앤크 샌드,롯데,간식/디저트,17500,danawa,무당류,464,0,67.71,4.17,25,406,100,g,"수크랄로스,아세설팜칼륨,D-말티톨","수크랄로스:0,아세설팜칼륨:0,D-말티톨:15",,34,https://s3.zerofinder.co.kr/public/products/original/0KWAS2DK8E000.png,,https://zerofinder.co.kr/product/0PCNV3FYXRJEZ
제로톡젤리딸기맛,건영제과,간식/디저트,16500,estimated,무당류,10,0,2.5,0,0,38,100,g,"수크랄로스,아세설팜칼륨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,효소처리스테비아:0",,51,https://s3.zerofinder.co.kr/public/products/original/0KWARCY7D2000.png,,https://zerofinder.co.kr/product/0PCNV3FYX6YRG
제로후르츠젤리,롯데,간식/디저트,30610,danawa,무당류,338,0.03,77.3,6.61,0.23,20,100,g,"수크랄로스,아세설팜칼륨,말티톨","수크랄로스:0,아세설팜칼륨:0,말티톨:57.69",,25,https://s3.zerofinder.co.kr/public/products/original/0KWAQWEF22000.png,,https://zerofinder.co.kr/product/0PCNV3FYXJJR5
야쿠르트 1971 제로,한국야쿠르트,음료,36300,danawa,무당류,1,0,5.26,0,0,24,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:5.1",,58,https://s3.zerofinder.co.kr/public/products/original/0KWAQBABS2000.png,,https://zerofinder.co.kr/product/0PCNV3FYXGW6R
발왕산막걸리제로,일화,음료,30600,estimated,,37,8.57,9.14,0.14,0,4,100,mL,,,,22,https://s3.zerofinder.co.kr/public/products/original/0KWAQ0PACE000.png,,https://zerofinder.co.kr/product/0PCNV3FYX94SS
유자몽 블랙티 제로,할리스,음료,9010,danawa,무당류,1,0,1.29,0.05,0.01,4,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1.2",,20,https://s3.zerofinder.co.kr/public/products/original/0KWAP27TKY000.png,,https://zerofinder.co.kr/product/0PCNV3FZBS337
제로설탕 카페시럽,희창,음료,27300,estimated,무당류,0,0,21,0,0,5,100,g,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:21,효소처리스테비아:0",,41,https://s3.zerofinder.co.kr/public/products/original/0KWAMSYDSJ000.png,,https://zerofinder.co.kr/product/0PCNV3FYX1PJJ
오렌지향 제로탄산,썬키스트,음료,24700,estimated,무당류,7,0,3.6,0,0,0,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:2.25,D-소비톨액:0,아라비아검:0",,29,https://s3.zerofinder.co.kr/public/products/original/0KWAKXC6C2000.png,,https://zerofinder.co.kr/product/0PCNV3FYXCCMT
제로젤리 사워베어,마이노멀,간식/디저트,15200,estimated,무당류,124,0,80.95,7.14,0,57,100,g,"에리스리톨,알룰로스,효소처리스테비아","에리스리톨:0,알룰로스:0,효소처리스테비아:0",,36,https://s3.zerofinder.co.kr/public/products/original/0KWAJ4ADBP000.png,,https://zerofinder.co.kr/product/0PCNV3FYXDYP5
쿨피스 제로 복숭아,동원,음료,23900,danawa,무당류,2,0,0.87,0,0,48,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:0.8,D-소비톨액:0,아라비아검:0",,16,https://s3.zerofinder.co.kr/public/products/original/0KW6CFYM5AG00.png,,https://zerofinder.co.kr/product/0PCNV3FZ0PDNP
삼육두유 제로슈거,삼육식품,유제품,14500,estimated,무당류,42,0.47,2.63,2.11,3.16,89,100,g,"알룰로스,효소처리스테비아,아라비아검","알룰로스:2.5,효소처리스테비아:0,아라비아검:0",,27,https://s3.zerofinder.co.kr/public/products/original/0KW6C1WBFEG00.png,,https://zerofinder.co.kr/product/0PCNV3FYZF5QF
탐스제로레몬향,롯데칠성음료,음료,28100,estimated,무당류,2,0,2.5,0,0,15,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1,알룰로스:6,D-소비톨액:0,아라비아검:0",,26,https://s3.zerofinder.co.kr/public/products/original/0KW6B940JAG00.png,,https://zerofinder.co.kr/product/0PCNV3FYYVQ43
쿨피스 제로 자두,동원,음료,19900,danawa,무당류,2,0,0.87,0,0,35,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:0.8,D-소비톨액:0,아라비아검:0",,43,https://s3.zerofinder.co.kr/public/products/original/0KW6AJX4MPG00.png,,https://zerofinder.co.kr/product/0PCNV3FYZGFG7
탐스제로사과키위향,롯데칠성음료,음료,26400,estimated,무당류,2,0,2,0,0,7,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액,아라비아검","수크랄로스:0,아세설팜칼륨:0,알룰로스:0,D-소비톨액:0,아라비아검:0",,22,https://s3.zerofinder.co.kr/public/products/original/0KW5X7SMDPG00.png,,https://zerofinder.co.kr/product/0PCNV3FZ06ZD7
닥터 페퍼 제로, 동천수 상주공장,음료,23700,estimated,무당류,0,0,0,0,0,12,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,38,https://s3.zerofinder.co.kr/public/products/original/0KW5W93VYTG00.png,,https://zerofinder.co.kr/product/0PCNV3FYYDJJX
아르기닌 제로 6000,네이처텍,음료,30900,estimated,무당류,225,0,15,35,4.5,0,100,g,"수크랄로스,효소처리스테비아","수크랄로스:0,효소처리스테비아:0",,10,https://s3.zerofinder.co.kr/public/products/original/0KW5W311B6G00.png,,https://zerofinder.co.kr/product/0PCNV3FYYS9MH
환타 제로 포도향, 동천수 상주공장,음료,18000,estimated,무당류,0,0,0,0,0,7,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,31,https://s3.zerofinder.co.kr/public/products/original/0KW5V69B52G00.png,,https://zerofinder.co.kr/product/0PCNV3FYWNE5Z
메가비타3000 제로,보고신약 논산공장,음료,22500,estimated,무당류,4,0,1,0,0,240,100,mL,"효소처리스테비아,아라비아검","효소처리스테비아:0,아라비아검:0",,53,https://s3.zerofinder.co.kr/public/products/original/0KW1EAY3F6G00.png,,https://zerofinder.co.kr/product/0PCNV3FYXHEQ9
